positive,negative,rating,comments,category,comments_preprocessed
"Lokacija je odlicna,sam centar.","Soba u kojoj smo boravilu cela se osecala na duvanski dim,jastuci,posteljina,sve. Mozda treba naglasiti da objekat nije za boravak porodica sa malim detetom.",4,"Lokacija je odlicna,sam centar. Soba u kojoj smo boravilu cela se osecala na duvanski dim,jastuci,posteljina,sve. Mozda treba naglasiti da objekat nije za boravak porodica sa malim detetom.",neutralan,lokacija odlicnasati centar soba boraviti ceo osecati duvanski dimjastucipostelajve mozda trebati naglasiti objekat boravak porodica mali detet
Veliki prostor,"Grejanje nije radilo, kada smo prijavili, problem nije bio resen, prozori su svi zakucani i ne mogu da se otbore sto je banalno.",5,"Veliki prostor Grejanje nije radilo, kada smo prijavili, problem nije bio resen, prozori su svi zakucani i ne mogu da se otbore sto je banalno.",neutralan,velik prostor grejanje raditi prijaviti problem resen prozor sav zakucan moći otboriti sto banalan
,"Higijena, sve je puno prasine",6," Higijena, sve je puno prasine",neutralan,higiti sav puno prasina
"Krevet je udoban, stan je blizu centra grada i autobuske stanice, osoblje je jako ljubazno i na recepciji i preko poruka dok smo se dogovarali oko dolaska.","Plaćanje je moguće samo u kešu što je meni iskreno neobično i nepraktično, u sobi se čulo sve što se dešava u sobi pored i naišle smo na nekoliko crnih dlaka u posteljini (mi smo obe plave). Moguće da je ovo moj propust kada sam rezervisala, ali toalet nema tuš kabinu, već se kada nalazi pored kreveta u sobi što takodje nije najpraktičnije.",6,"Krevet je udoban, stan je blizu centra grada i autobuske stanice, osoblje je jako ljubazno i na recepciji i preko poruka dok smo se dogovarali oko dolaska. Plaćanje je moguće samo u kešu što je meni iskreno neobično i nepraktično, u sobi se čulo sve što se dešava u sobi pored i naišle smo na nekoliko crnih dlaka u posteljini (mi smo obe plave). Moguće da je ovo moj propust kada sam rezervisala, ali toalet nema tuš kabinu, već se kada nalazi pored kreveta u sobi što takodje nije najpraktičnije.",neutralan,krevet udoban stan centar grad autobuski stanica osoblje jako ljubazan recepcija poruka dogovarati oko dolazak plaćanje moguć keš iskren neobičan nepraktičan soba čuti sav dešavati soba naići nekoliko crn dlak posteljina oba plava moguć ovaj propust rezervisati toalet nemati tuš kabina nalaziti krevet soba takodje zraktičan
,"Soba nije uopće bio izolovan, tako da se sve čuje od druge sobe, kao da nema zidine. Od 23 sati su na levoj strani pravili puno galame, a u 1 u noć su došli neki muškarci možda sa nekim prostitutkama koji su do pola 6 svašta radili i vrištali i toliko buke pravili da nismo celi noć spavali. To je za nas sve pokvarilo.",5," Soba nije uopće bio izolovan, tako da se sve čuje od druge sobe, kao da nema zidine. Od 23 sati su na levoj strani pravili puno galame, a u 1 u noć su došli neki muškarci možda sa nekim prostitutkama koji su do pola 6 svašta radili i vrištali i toliko buke pravili da nismo celi noć spavali. To je za nas sve pokvarilo.",neutralan,soba uopće izolovan sav čuti drugi soba kao nemati zidina sat lev strana praviti puno galam noć doći muškarac možda prostitutka do pola svašta raditi vrištati toliko buka praviti celeti noć spavati sav pokvariti
Lokacija super!,"U sobi je bilo jako zagusljivo,osecao se neprijatan miris duvana.",5,"Lokacija super! U sobi je bilo jako zagusljivo,osecao se neprijatan miris duvana.",neutralan,lokacija super soba jako zagusljivovsti neprijatan miris duvan
Blizina centra grada,Parking je bio udaljen od smestaja nije bilo provetreno,4,Blizina centra grada Parking je bio udaljen od smestaja nije bilo provetreno,neutralan,blizina centar grad parking udaljiti smestja provesriti
Osoblje je bilo ljubazno i krevet udoban. Verujem da je na proleće ili jesen jako lepo sa krovnim prozorima.,"Slavina u kupatilu nije radila, tj tekla je voda sve vreme, grejanje je bilo loše, poprilično dobro smo čuli komšije iz susedne sobe. Bilo je nemoguće parkirati na namenjenom parking mestu, bilo je pretesno, pa sam našao parking ispred (uz pomoć osoblja). Jedna lampa u sobi nije radila.",6,"Osoblje je bilo ljubazno i krevet udoban. Verujem da je na proleće ili jesen jako lepo sa krovnim prozorima. Slavina u kupatilu nije radila, tj tekla je voda sve vreme, grejanje je bilo loše, poprilično dobro smo čuli komšije iz susedne sobe. Bilo je nemoguće parkirati na namenjenom parking mestu, bilo je pretesno, pa sam našao parking ispred (uz pomoć osoblja). Jedna lampa u sobi nije radila.",neutralan,osoblje ljubazan krevet udoban verovati proleća jesen jako lepo krovan prozor slavina kupatila raditi tekla voda sav vreme grejanje loše poprilično dobro čuti komšija susedan soba nemoguće parkirati namenjen parking mesto pretestan naći parking ispred pomoć osoblje lampa soba radil
Lokacija,Nema računa za uslugu iako mi je bio potreban gotovinski račun,4,Lokacija Nema računa za uslugu iako mi je bio potreban gotovinski račun,neutralan,lokacija nemati račun usluga potreban gotovinski račun
"Lokacija odlicna, izasli u susret za kasni check out.","Kalanizacija iz kupatila strasno smrdi, umivonik i tus kabina zapusen odvod.",6,"Lokacija odlicna, izasli u susret za kasni check out. Kalanizacija iz kupatila strasno smrdi, umivonik i tus kabina zapusen odvod.",neutralan,lokacija odlican izasao susret kasan check out kalanizacija kupatilo strasno smrditi umivonik tus kabina zapustiti odvod
Udobno i na dobroj lokaciji.,Osoblje neljubazno i tesko na vracanje kusura. Sto se tice ostalog primetan pad kvaliteta od prethodnog boravka.,6,Udobno i na dobroj lokaciji. Osoblje neljubazno i tesko na vracanje kusura. Sto se tice ostalog primetan pad kvaliteta od prethodnog boravka.,neutralan,udoban dobar lokacija osoblje neljubazan težak vracanje kusur sto ticati ostali primetan pad kvalitet prethodan boravak
Lokacija mi se jako dopala,,6,Lokacija mi se jako dopala ,neutralan,lokacija jako dopasti
Lokacija odlicna,"Prljava posteljina , bubasvabe I manje bube izlaze ispod tepiha",4,"Lokacija odlicna Prljava posteljina , bubasvabe I manje bube izlaze ispod tepiha",neutralan,lokacija odlican prljava posteljina bubasvabiti malo bub izlaziti ispod tepih
,"Apartman je puno manji od napisanog, vrata se ne mogu zaključati, razbijene pločice u wc-u, cijeli krevet vam se trese kada prolazi tramvaj a i da zaokružimo ni čistoća nije na zavidnom nivou. Očekivala sam vise. Sva sreća bila je divna djevojka na recepciji koja im je malo digla prosjek.",4," Apartman je puno manji od napisanog, vrata se ne mogu zaključati, razbijene pločice u wc-u, cijeli krevet vam se trese kada prolazi tramvaj a i da zaokružimo ni čistoća nije na zavidnom nivou. Očekivala sam vise. Sva sreća bila je divna djevojka na recepciji koja im je malo digla prosjek.",neutralan,apartman puno mali napisan vrata moći zaključati razbiti pločica wca cijeti krevet tresiti prolaziti tramvaj zaokružiti čistoć zavidan nivo očekivati vise sav sreća divan djevojka recepcija malo digao prosjek
"Lokacija je dobra, osoblje je ljubazno.",Soba broj 13 je preuredjen špajz u kome se ne možete okrenuti. Na prozoru su rešetke i gledaju u horor dvoriste sa milion golubova. Hičkok bi mogao film snimiti.,4,"Lokacija je dobra, osoblje je ljubazno. Soba broj 13 je preuredjen špajz u kome se ne možete okrenuti. Na prozoru su rešetke i gledaju u horor dvoriste sa milion golubova. Hičkok bi mogao film snimiti.",neutralan,lokacija dobar osoblje ljubazan sobak preurediti špajz moći okrenuti prozor rešetka gledati horor dvorist milion golub hičkok moći film snimit
"Predivan hotel u samom centru Beograda, predivna zgrada. Izuzetno ljubazno osoblje, pohvala za celu recepciju noc 31.2023/01.2024. Sobe konforne, ciste, sa prwdivn8m pogledom na trg. Udobnost, mogucnost regulacije temperature, podno krejanje u predivnom, prostranom kupatilu...sve pohvale...rado cu preporuciti👌😍",,10,"Predivan hotel u samom centru Beograda, predivna zgrada. Izuzetno ljubazno osoblje, pohvala za celu recepciju noc 31.2023/01.2024. Sobe konforne, ciste, sa prwdivn8m pogledom na trg. Udobnost, mogucnost regulacije temperature, podno krejanje u predivnom, prostranom kupatilu...sve pohvale...rado cu preporuciti👌😍 ",pozitivan,predivan hotel centar beograda predivan zgrada izuzetno ljubazan osoblje pohvati ceo recepcija noc soba konforan cista prwdivan pogled trg udobnost mogucnost regulacija temperatura podan krejanje predivan prostrana kupatilusva pohvaleraditi preporuciti
"Lokacija odlicna sve je u blizini,smestaj odlican...
Osoblje jako ljubazno.
Preporucujem svimaaa.",,10,"Lokacija odlicna sve je u blizini,smestaj odlican...
Osoblje jako ljubazno.
Preporucujem svimaaa. ",pozitivan,lokacija odlican sav blizinismestaj odlicati osoblje jako ljubazno preporucuvati
"Sve je veoma cisto, na odlicnoj lokaciji. Zaposleni su veoma prijatni.","Slike apartmana koji smo rezervisali ne odgovaraju onom koji smo dobili. Rezervisan je apartman za 4 osobe sa dve sobe, a dobili smo sobu sa 4 kreveta.",8,"Sve je veoma cisto, na odlicnoj lokaciji. Zaposleni su veoma prijatni. Slike apartmana koji smo rezervisali ne odgovaraju onom koji smo dobili. Rezervisan je apartman za 4 osobe sa dve sobe, a dobili smo sobu sa 4 kreveta.",pozitivan,sav veoma cisto odlicni lokacija zaposlen veoma prijatan slika apartman rezervisati odgovarati onaj rezervisan apartman osoba soba soba krevet
"Domaćin, apartman, lokacija",Manja kupaona jer curi voda iz tuš kabine i bojlera.,9,"Domaćin, apartman, lokacija Manja kupaona jer curi voda iz tuš kabine i bojlera.",pozitivan,domaćin apartman lokacija manji kupaonati curiti voda tuš kabina bojler
"Pogled iz soba, lokacija",Check in je kasnio 20ak min sto ne bi bio problem da nisam bio sa malom bebom..,10,"Pogled iz soba, lokacija Check in je kasnio 20ak min sto ne bi bio problem da nisam bio sa malom bebom..",pozitivan,pogled soba lokacija check in kasniti ak min sto problem mali beb
"Odličan doručak, za sve vrste dijetetskih potreba. Sveže salate, sveže pecivo, kontinentalni doručak u nekoliko varijanti.",,9,"Odličan doručak, za sve vrste dijetetskih potreba. Sveže salate, sveže pecivo, kontinentalni doručak u nekoliko varijanti. ",pozitivan,odličan doručak sav vrsta dijetetski potreba svežiti salati svežiti pecivo kontinentalan doručak nekoliko varijanta
"Sve je novo sve je super, bukvalno stan u kakvom bih rado ziveo. Tisina uvece, mirno, a opet sve ima u blizini. Domacini za svaku preporuku",,10,"Sve je novo sve je super, bukvalno stan u kakvom bih rado ziveo. Tisina uvece, mirno, a opet sve ima u blizini. Domacini za svaku preporuku ",pozitivan,sav nov sav super bukvalno stan kakav rado ziveo tisina uvesti miran opet sav imati blizina domacina svaki preporuka
"Lepo organizovan hotel, domaćin se zaista potrudio da mi bude ugodno i udobno do najsitnijih detalja. Velika preporuka!",Sve je bilo u najboljem redu!,10,"Lepo organizovan hotel, domaćin se zaista potrudio da mi bude ugodno i udobno do najsitnijih detalja. Velika preporuka! Sve je bilo u najboljem redu!",pozitivan,lepo organizovan hotel domaćin zaista potruditi ugodan udoban do tizan detalj velik preporuka sav dobar red
"Sveobuhvatno fenomenalno!!!
Sve pohvale!",,10,"Sveobuhvatno fenomenalno!!!
Sve pohvale! ",pozitivan,sveobuhvatno fenomenalno sav pohvati
"Ljubazni,gostoprimivi,izuzetna lokacija i udobnost,perfektna čistoća i komfor!Uvek se rado vraćamo!
Svaka preporuka!",,10,"Ljubazni,gostoprimivi,izuzetna lokacija i udobnost,perfektna čistoća i komfor!Uvek se rado vraćamo!
Svaka preporuka! ",pozitivan,ljubaznigostomititani lokacija udobnostperfeki čistoć komforuvek rado vraćati svaki preporuka
"Hotel je pozicioniran u centru grada, sve je vrlo blizu, u pešačkoj zoni. Ono što bih posebno izdvojila je što nije bučno, vrlo mirno, idealno. Sobe su prostrane i komforne. Doručak je na bazi švedskog stola, a tematski je zasnovan na turskoj kuhinji. Upravo tako se i zove ""Kuhinja"". Sve preporuke! Osoblje je zaista divno.",Ne postoji nešto što bih izdvojila. 😊,10,"Hotel je pozicioniran u centru grada, sve je vrlo blizu, u pešačkoj zoni. Ono što bih posebno izdvojila je što nije bučno, vrlo mirno, idealno. Sobe su prostrane i komforne. Doručak je na bazi švedskog stola, a tematski je zasnovan na turskoj kuhinji. Upravo tako se i zove ""Kuhinja"". Sve preporuke! Osoblje je zaista divno. Ne postoji nešto što bih izdvojila. 😊",pozitivan,hotel pozicioniran centar grad sav pešački zona posebno izdvojiti bučan miran idealan soba prostran komforan doručak baza švedski stol tematski zasnovati turski kuhinja upravo zvati kuhinje sav preporuka osoblje zaista divan postojati izdvojiti
"Suprug i ja smo prezadovoljni lokacijom, osobljem i uslugom!
Sobe su čiste, uredne i jako lepo sređene! 
Smatram da je odnos cene i kvaliteta i više nego odličan!
Svima bih Vas preporučila!
Do sledećeg viđanja, 
Srdačno, Andrijana!",,10,"Suprug i ja smo prezadovoljni lokacijom, osobljem i uslugom!
Sobe su čiste, uredne i jako lepo sređene! 
Smatram da je odnos cene i kvaliteta i više nego odličan!
Svima bih Vas preporučila!
Do sledećeg viđanja, 
Srdačno, Andrijana! ",pozitivan,suprug prezadovoljan lokacija osoblje usluga soba čist uredni jako lepo sređen smatrati odnos cena kvalitet mnogo odličan sav preporučiti do sledeći viđanje srdačno andrijan
"Sve je apsolutno kao u opisu, pa čak i bolje, prijatno smo iznenađeni konceptom, i sadržajem ovog jedinstvenog apartmana, a posebno smo oduševljeni čistoćom, profesionalnim odnosom i ljudskom ljubaznošću osoblja. SVE PREPORUKE!!!",,10,"Sve je apsolutno kao u opisu, pa čak i bolje, prijatno smo iznenađeni konceptom, i sadržajem ovog jedinstvenog apartmana, a posebno smo oduševljeni čistoćom, profesionalnim odnosom i ljudskom ljubaznošću osoblja. SVE PREPORUKE!!! ",pozitivan,sav apsolutno kao opis čak dobro prijatno iznenaći koncept sadržaj ovaj jedinstven apartman posebno oduševiti čistoća profesionalan odnos ljudski ljubaznost osoblje sav preporuka
"Stan je fantastican, u potpunosti odgovara fotografijama. Veoma komforan, na dobroj lokaciji. Odlicna i efikasna komunikacija sa vlasnicima.",,10,"Stan je fantastican, u potpunosti odgovara fotografijama. Veoma komforan, na dobroj lokaciji. Odlicna i efikasna komunikacija sa vlasnicima. ",pozitivan,stan fantastican potpunost odgovarati fotografija veoma komforan dobar lokacija odlican efikasan komunikacija vlasnik
"Veoma ljubazno osoblje,lepe sobe,klima,terasa,blizina centra.",Sve je super! Po drugi put dolazim zbog toga!,10,"Veoma ljubazno osoblje,lepe sobe,klima,terasa,blizina centra. Sve je super! Po drugi put dolazim zbog toga!",pozitivan,veoma ljubazan osobljelepa sobeklimateraslisan centar sav super drugi dolaziti zbog
Odličan doruvčak!,Mobilijar na Terasi sobe nedostaje,9,Odličan doruvčak! Mobilijar na Terasi sobe nedostaje,pozitivan,odličan doruvčak mobilijar teras soba nedostajati
,"Ok, nije lose",8," Ok, nije lose",pozitivan,ok los
"Stan u krugu centra, parking, bazen i park u blizini.",/,10,"Stan u krugu centra, parking, bazen i park u blizini. /",pozitivan,stan kruga centar parking bazen park blizina
Osoblje je profesionalno i jako ljubazno.Apartmani su komforni i udobni.Lokacija je odlicna.Sve preporuke.,,10,Osoblje je profesionalno i jako ljubazno.Apartmani su komforni i udobni.Lokacija je odlicna.Sve preporuke. ,pozitivan,osoblje profesionalan jako ljubaznoapartman komforan udobnilokacija odlicnasav preporuka
"Restoran je odlican.
Apartman je odlican.","Takav smestaj bi trebao da ima ozbiljniji welnes, svlačionica je 2m2 sa vratima koja ne mogu skroz da se zatvore i sa 16 ormarica koji se nalaze u istoj, kod kojih ključevi ne rade. Ne razumem da ako moze u welnesu da bude 30-ak ljudi, gde da ostave stvari ako se presvlaci jedan ostali ne mogu da dodju do ormarica.
Nismo imali toplu vodu u sobi kada nakon pola sata sto smo dosli u istu.
Osoblje je bez iskustva na recepciji.
Naplacuje se usluga recepcije koja nije ukljucena u cenu kada je izvrsena rezervacija preko bookinga.",7,"Restoran je odlican.
Apartman je odlican. Takav smestaj bi trebao da ima ozbiljniji welnes, svlačionica je 2m2 sa vratima koja ne mogu skroz da se zatvore i sa 16 ormarica koji se nalaze u istoj, kod kojih ključevi ne rade. Ne razumem da ako moze u welnesu da bude 30-ak ljudi, gde da ostave stvari ako se presvlaci jedan ostali ne mogu da dodju do ormarica.
Nismo imali toplu vodu u sobi kada nakon pola sata sto smo dosli u istu.
Osoblje je bez iskustva na recepciji.
Naplacuje se usluga recepcije koja nije ukljucena u cenu kada je izvrsena rezervacija preko bookinga.",pozitivan,restoran odlicati apartman odlicati takav smestaj trebati imati ozbiljan welnes svlačionica m vrata moći skroziti zatvoriti ormarica nalaziti isti kod ključ raditi razumeti moći welnes ak čovek ostaviti stvar presvlaciti ostali moći dobati do ormarica imati topao voda soba poj sat sto dosliti isti osoblje iskustvo recepcija naplacovati usluga recepcija ukljuciti cena izvrsiti rezervacija booking
