positive,negative,rating,comments,category,comments_preprocessed
,"Sve je bilo dobro sem što nisam mogla da dobijem povraćaj novca, a morala sam da izađem ranije od zakazanog izlaska. Platila sam za 3 noći, a nisam uopšte prespavala jer mi je nešto iskrislo. Nisam očekivala da će mi vratiti za prvu noć novac, ali za preostale dve da, barem neki deo, ali ne... Me znam kako je inače po hostelima, ovo mi je prvi put, ali u hotelima se vraća novac za raniji checkout.",5," Sve je bilo dobro sem što nisam mogla da dobijem povraćaj novca, a morala sam da izađem ranije od zakazanog izlaska. Platila sam za 3 noći, a nisam uopšte prespavala jer mi je nešto iskrislo. Nisam očekivala da će mi vratiti za prvu noć novac, ali za preostale dve da, barem neki deo, ali ne... Me znam kako je inače po hostelima, ovo mi je prvi put, ali u hotelima se vraća novac za raniji checkout.",neutralan,sav dobar sem moći povraćaj novac morati izaći rano zakazati izlazak platiti noć uopšte prespavati iskriti očekivati vratiti noć novac preostao barem deo inače hostel ovaj hotel vraćati novac ran checkout
Skoro nista,Vecina stvari,3,Skoro nista Vecina stvari,negativan,skoro nista vecina stvar
Pub.,Sve ostalo.,1,Pub. Sve ostalo.,negativan,pub sav ostali
"Cisto,prostrano,dobar domacin..",,10,"Cisto,prostrano,dobar domacin.. ",pozitivan,cistoprostranodobar domacin
"Odlična lokacija, apartman je izuzetno čist. Kompletan kvart je prelepo uređen sa obezbeđenim parkingom, pekarama, prodavnicama, apotekama i ostalim sadržajima.",,10,"Odlična lokacija, apartman je izuzetno čist. Kompletan kvart je prelepo uređen sa obezbeđenim parkingom, pekarama, prodavnicama, apotekama i ostalim sadržajima. ",pozitivan,odličan lokacija apartman izuzetno čist kompletan kvart prelepo urediti obezbediti parking pekara prodavnica apoteka ostali sadržaj
"Sve je fenomenalno 
Apartman je komforan 
Sve je čisto 
Garaza je fenomenalna 
Zaista sve pohvale",Ne postoji nista sto bih naveo kao propust,10,"Sve je fenomenalno 
Apartman je komforan 
Sve je čisto 
Garaza je fenomenalna 
Zaista sve pohvale Ne postoji nista sto bih naveo kao propust",pozitivan,sav fenomenalan apartman komforan sav čist garaz fenomenalan zaista sav pohvati postojati nista sto navesti kao propust
"Izuzetno lep i prostoran stan, dosta svetla i prijatan ambijent. Parking u zgradi veliki plus. stan ima sve sto je potrebno za boravak.",,10,"Izuzetno lep i prostoran stan, dosta svetla i prijatan ambijent. Parking u zgradi veliki plus. stan ima sve sto je potrebno za boravak. ",pozitivan,izuzetno lep prostoran stan dosta svetlo prijatan ambijent parking zgrada velik plus stan imati sav sto potreban boravak
"Bez greske,
Verovatno jedini smestaj za traziti ubuduce kad je Bg u pitnju",,10,"Bez greske,
Verovatno jedini smestaj za traziti ubuduce kad je Bg u pitnju ",pozitivan,greski verovatno smestaj traziti ubuduti kad bg pitnja
"Apartman je odličan, izuzetno čist i sadrži sve što vam je potrebno za boravak (posuđe, pegla, sto za peglanje, fen itd.). Miroslav je odličan domaćin, srdačan, ljubazan. Sve pohvale.",,10,"Apartman je odličan, izuzetno čist i sadrži sve što vam je potrebno za boravak (posuđe, pegla, sto za peglanje, fen itd.). Miroslav je odličan domaćin, srdačan, ljubazan. Sve pohvale. ",pozitivan,apartman odličan izuzetno čist sadržati sav potreban boravak posuđe peglo sto peglanje fen itd miroslav odličan domaćin srdačan ljubazan sav pohvati
"Sve je bilo odlično. Čisto, novo, opremljeno svim što je potrebno. Garažno mjesto je u zgradi, dostupno liftom.",-,10,"Sve je bilo odlično. Čisto, novo, opremljeno svim što je potrebno. Garažno mjesto je u zgradi, dostupno liftom. -",pozitivan,sav odličan čist nov opremiti sav potreban garažni mjest zgrada dostupan lift
Sve preporuke i za stan i za stanodavca!,,10,Sve preporuke i za stan i za stanodavca! ,pozitivan,sav preporuka stan stanodavac
"Stan odličan, domaćin ljubazan i predusretljiv.",,10,"Stan odličan, domaćin ljubazan i predusretljiv. ",pozitivan,stan odličan domaćin ljubazan predusretljiv
"Sve je novo sve je super, bukvalno stan u kakvom bih rado ziveo. Tisina uvece, mirno, a opet sve ima u blizini. Domacini za svaku preporuku",,10,"Sve je novo sve je super, bukvalno stan u kakvom bih rado ziveo. Tisina uvece, mirno, a opet sve ima u blizini. Domacini za svaku preporuku ",pozitivan,sav nov sav super bukvalno stan kakav rado ziveo tisina uvesti miran opet sav imati blizina domacina svaki preporuka
"Lokacija, cistoca, opremljenost",,9,"Lokacija, cistoca, opremljenost ",pozitivan,lokacija cistoc opremljenost
Hotel u samom centru...Osoblje ljubazno...sve preporuke,,10,Hotel u samom centru...Osoblje ljubazno...sve preporuke ,pozitivan,hotel centruosoblje ljubaznosva preporuka
"Lokacija, čistoća i doručak.","Pretjeran broj ljudi na recepciji koji ni ne ustanu tokom prolaska ili prilaska gostiju samoj recepciji. Kada je u redu više gostiju samo glavna recepcionerka uslužuje goste, ostali izigravaju dekoraciju dok gosti čekaju.",10,"Lokacija, čistoća i doručak. Pretjeran broj ljudi na recepciji koji ni ne ustanu tokom prolaska ili prilaska gostiju samoj recepciji. Kada je u redu više gostiju samo glavna recepcionerka uslužuje goste, ostali izigravaju dekoraciju dok gosti čekaju.",pozitivan,lokacija čistoć doručak pretjeran čovek recepcija ustati tokom prolasak prilasak gost recepcija red mnogo gost glavni recepcionerka usluživati gosta ostali izigravati dekoracija gost čekati
Vrhunski hotel sve pohvale,,10,Vrhunski hotel sve pohvale ,pozitivan,vrhunski hotel sav pohvati
"Lokacija je top, sobe su veoma ciste i prostorne. Doricak je bio raznovrsan",Osoblje na recepciji nije bas veoma raspolozeno i nije se bas potrudilo oko organizacije taksija,8,"Lokacija je top, sobe su veoma ciste i prostorne. Doricak je bio raznovrsan Osoblje na recepciji nije bas veoma raspolozeno i nije se bas potrudilo oko organizacije taksija",pozitivan,lokacija top soba veoma cista prostoran doricak raznovrsan osoblje recepcija bas veoma raspoloziti bas potruditi oko organizacija taksija
Sve je odlično !,,10,Sve je odlično ! ,pozitivan,sav odličan
Odlična lokacija,,9,Odlična lokacija ,pozitivan,odličan lokacija
"Soba čista, osoblje uslužno, doručak vrhunski",,10,"Soba čista, osoblje uslužno, doručak vrhunski ",pozitivan,soba čist osoblje uslužan doručak vrhunski
"Odličan Hotel u centru ... 
Čisto, komforno, lepo...
Super doručak",,10,"Odličan Hotel u centru ... 
Čisto, komforno, lepo...
Super doručak ",pozitivan,odličan hotel centar čisto komforno lepo super doručak
"Lokacija hotela je idealna ,nalazi se u samom centru  blizu je Trg Republike,Knez Mihajlova.
Osoblje je jako ljubazno sve pohvale.",Nedostatak parkinga ali na 200metara ima obezbedzen parking tako da i to nije neki problem. Stize se za dva minuta pesice do hotela.,9,"Lokacija hotela je idealna ,nalazi se u samom centru  blizu je Trg Republike,Knez Mihajlova.
Osoblje je jako ljubazno sve pohvale. Nedostatak parkinga ali na 200metara ima obezbedzen parking tako da i to nije neki problem. Stize se za dva minuta pesice do hotela.",pozitivan,lokacija hotel idealan nalaziti centar trg republikeknez mihajlov osoblje jako ljubazno sav pohvati nedostatak parking metar imati obezbedzen parking problem stizati minuta pesica do hotel
"Hotel je na savrsenoj lokaciji ukoliko zelite sto bolje da upoznate Beograd u kratkom roku. Sobe su uredne i ciste, osoblje na recepciji jako ljubazno.",Spor internet u sobama.,10,"Hotel je na savrsenoj lokaciji ukoliko zelite sto bolje da upoznate Beograd u kratkom roku. Sobe su uredne i ciste, osoblje na recepciji jako ljubazno. Spor internet u sobama.",pozitivan,hotel savrsiti lokacija ukoliko zeliti sto dobro upoznati beograd kratak rok soba uredni cistiti osoblje recepcija jako ljubazan spor internet sobam
Lokacija i dorucak,,8,Lokacija i dorucak ,pozitivan,lokacija doruca k
ok....,ok..,9,ok.... ok..,pozitivan,ok ok
Soba je bila besprekorno čista. Svi najvažniji beogradski muzeji nalaze se u blizini hotela.,"Doručak ne odgovara renomeu ovog hotela : tunjevina u konzervi je jeftina i loša (u komadićima) , masline su polutrule ( b kategorija) , a izbor kolača je jadan. Banane su bile prezrele. Kupatilo je prostrano, ali dnevno sam dobijao samo 2 (dva) peškira što je nedovoljno. Za 4 (četiri) dana boravka imao sam na raspolaganju samo jedne hotelske papuče, što je nedopustivo za hotel sa 4 zvjezdice.",7,"Soba je bila besprekorno čista. Svi najvažniji beogradski muzeji nalaze se u blizini hotela. Doručak ne odgovara renomeu ovog hotela : tunjevina u konzervi je jeftina i loša (u komadićima) , masline su polutrule ( b kategorija) , a izbor kolača je jadan. Banane su bile prezrele. Kupatilo je prostrano, ali dnevno sam dobijao samo 2 (dva) peškira što je nedovoljno. Za 4 (četiri) dana boravka imao sam na raspolaganju samo jedne hotelske papuče, što je nedopustivo za hotel sa 4 zvjezdice.",pozitivan,soba besprekoran čist sav važan beogradski muzej nalaziti blizina hotel doručak odgovarati renome ovaj hotel tunjevina konzerva jeftin loš komadić maslina polutruti b kategorija izbor kolač jadan banan prezresti kupatilo prostran dnevno dobijati peškir nedovoljno četiri dan boravak imati raspolaganje hotelski papuča nedopustiv hotel zvjezdica
"Prelijep hotel sa prostranim  sobama.
Osoblje preljubazno.
Sve pohvale",,10,"Prelijep hotel sa prostranim  sobama.
Osoblje preljubazno.
Sve pohvale ",pozitivan,preliti hotel prostran soba osoblje preljubazno sav pohvati
"Cist smestaj, dobra usluga, parking u sklopu objekta.","Sem siromasnog dorucka, nemam zamerke, mada ne verujem da bih po punoj ceni uzeo sobu da nisam dobio popust preko Bookinga.",10,"Cist smestaj, dobra usluga, parking u sklopu objekta. Sem siromasnog dorucka, nemam zamerke, mada ne verujem da bih po punoj ceni uzeo sobu da nisam dobio popust preko Bookinga.",pozitivan,cist smestati dobar usluga parking sklop objekt sem siromasan dorucka nemati zamerka mada verovati pun cena uzeti soba popust booking
"Hrana odlična, lokacija takođe. Sve u svemu dobar utisak.",,9,"Hrana odlična, lokacija takođe. Sve u svemu dobar utisak. ",pozitivan,hran odličan lokacija takođe dobar utisak
"Doručak je veoma ukusno pripremljem, osoblje profesionalno. Lokacija blizu svih bitnih mesta.",,10,"Doručak je veoma ukusno pripremljem, osoblje profesionalno. Lokacija blizu svih bitnih mesta. ",pozitivan,doručak veoma ukusan pripremlje osoblje profesionalan lokacija sav bitni mesto
"Čisto i lepo organizovano, moderno. Ljubazno osoblje.",,10,"Čisto i lepo organizovano, moderno. Ljubazno osoblje. ",pozitivan,čisto lepo organizovati moderan ljubazan osoblje
"Bili smo srdacno docekani, osoblje je jako drago .",,10,"Bili smo srdacno docekani, osoblje je jako drago . ",pozitivan,srdacno docekati osoblje jako dragi
"Lokacija, ljubazno osoblje, čstoća sobe o besplatan parking",,10,"Lokacija, ljubazno osoblje, čstoća sobe o besplatan parking ",pozitivan,lokacija ljubazan osoblje čstoći soba besplatan parking
Sve.,,10,Sve. ,pozitivan,sav
"Odlična lokacija, mirno i tiho. Obezbijeđen parking što je u Beogradu veoma važno. Hotel ima predivnu baštu u kojoj smo i ručali kad smo stigli. Doručak dobar.",Nemamo primjedbi.,9,"Odlična lokacija, mirno i tiho. Obezbijeđen parking što je u Beogradu veoma važno. Hotel ima predivnu baštu u kojoj smo i ručali kad smo stigli. Doručak dobar. Nemamo primjedbi.",pozitivan,odličan lokacija mirno tiho obezbijediti parking beograda veoma važan hotel imati predivan bašt ručati kad stići doručak dobar nemati primjedba
"Uredno, čisto, ljubazno osoblje",,10,"Uredno, čisto, ljubazno osoblje ",pozitivan,uredan čist ljubazan osoblje
"Odlična usluga, restoran za svaku pohvalu. Sobe veoma udobne i čiste.",bez zamerki,10,"Odlična usluga, restoran za svaku pohvalu. Sobe veoma udobne i čiste. bez zamerki",pozitivan,odličan usluga restoran svaki pohvala soba veoma udoban čist zamerka
"Soba je prostrana, kreveti udobni, osoblje super, dorucak dobar. Laka pristupacnost objektu, parking.",Nije bilo grejanja i jedina opcija je klima. U sobi koja je malo veca je to nedovoljno.,8,"Soba je prostrana, kreveti udobni, osoblje super, dorucak dobar. Laka pristupacnost objektu, parking. Nije bilo grejanja i jedina opcija je klima. U sobi koja je malo veca je to nedovoljno.",pozitivan,soba prostran kreveti udoban osoblje super dorucak dobar lak pristupacnost objekt parking grejanje opcija klima soba malo veca nedovoljno
"Sve je kao u dinastiji,od objekta do osoblja
Parking korektan..",,10,"Sve je kao u dinastiji,od objekta do osoblja
Parking korektan.. ",pozitivan,sav kao dinastijiod objekt do osoblje parking korektan
"Hotel je prelijep, osoblje je fenomenalno, veoma predusetljivo. Lokacija je odlicna.",Nemam zamjerki,10,"Hotel je prelijep, osoblje je fenomenalno, veoma predusetljivo. Lokacija je odlicna. Nemam zamjerki",pozitivan,hotel preliti osoblje fenomenalno veoma predusetljiv lokacija odlican nemati zamjerka
"Divan hotel. Ime mu baš pristaje. Osećali smo se kao u svojoj kući. Osoblje je preljubazno i to je najdivniji utisak koji nosimo iz ovog hotela. Doručak je bio skroz u redu, sve je bilo sveže. Sobe su čiste i uredne. 
Sve pohvale.",,10,"Divan hotel. Ime mu baš pristaje. Osećali smo se kao u svojoj kući. Osoblje je preljubazno i to je najdivniji utisak koji nosimo iz ovog hotela. Doručak je bio skroz u redu, sve je bilo sveže. Sobe su čiste i uredne. 
Sve pohvale. ",pozitivan,divati hotel ime pristajati osećati kao kuća osoblje preljubazan najdivan utisak nositi ovaj hotel doručak skroz red sav svež soba čist uredni sav pohvati
Lokacija,Doručak. Nedostaje ponuda za vegeterijance.,9,Lokacija Doručak. Nedostaje ponuda za vegeterijance.,pozitivan,lokacija doručak nedostajati ponuda vegeterijance
Vrlo ljubazno osoblje. Čiste sobe i dobra lokacija.,,9,Vrlo ljubazno osoblje. Čiste sobe i dobra lokacija. ,pozitivan,ljubazan osoblje čist soba dobar lokacija
"Sobe su ok, udobne ciste, jedino bi wc mogao biti malo cistiji","Dorucak jako los, nema izbora uopste",8,"Sobe su ok, udobne ciste, jedino bi wc mogao biti malo cistiji Dorucak jako los, nema izbora uopste",pozitivan,soba ok udoban cista jedino wc moći malo cistija dorucak jako los nemati izbor uopste
"Lep hotel u blizini Stadiona Partizana. Lak izlaz i uključenje na auto put. 
Hotel je lep, čist sa udobnim nameštajem.
Kupatilo veliko , čisto i funkcionalno.
Ljubazna recepcija.
Sve pohvale !",,10,"Lep hotel u blizini Stadiona Partizana. Lak izlaz i uključenje na auto put. 
Hotel je lep, čist sa udobnim nameštajem.
Kupatilo veliko , čisto i funkcionalno.
Ljubazna recepcija.
Sve pohvale ! ",pozitivan,lep hotel blizina stadion partizan lak izlaz uključenje auto hotel lep čist udoban nameštaj kupatilo veliko čist funkcionalan ljubazan recepcija sav pohvati
Odlicno sve!,,10,Odlicno sve! ,pozitivan,odlicno sav
Sve bukvalno,,10,Sve bukvalno ,pozitivan,sav bukvalno
,"Ne ni se dopadna toa sto  bracniot krevet e so 2 jogi,a nemaat vo hotelot bracni kreveti so 1 joga
Koga rezerviram bracen krevet ne baram 2 spoeni kreveti.Mislam deka treba da imate vo ponuda  i bracen krevet so 1 joga.toa e nasata zamerka drugoto se bese odlicno",10," Ne ni se dopadna toa sto  bracniot krevet e so 2 jogi,a nemaat vo hotelot bracni kreveti so 1 joga
Koga rezerviram bracen krevet ne baram 2 spoeni kreveti.Mislam deka treba da imate vo ponuda  i bracen krevet so 1 joga.toa e nasata zamerka drugoto se bese odlicno",pozitivan,dopadan sto bracniot krevet e so jogiti nemaat vo hoteloti bracan krevet so jog rezervirati braciti krevet barati spoen krevetimislam dek trebati imati vo ponuda braciti krevet so jogatak e nasati zamerak drugoto beseti odlicno
,Dobra likacija,10, Dobra likacija,pozitivan,dobar likacija
"Cistoca,besplatan siguran parking,ljubazna djevojka na recepciji,prelijepa basta,restoran.Blizina Zvezdinog stadiona.",Nemam primjedbim,10,"Cistoca,besplatan siguran parking,ljubazna djevojka na recepciji,prelijepa basta,restoran.Blizina Zvezdinog stadiona. Nemam primjedbim",pozitivan,cistocabesplatan siguran parkingljubazan djevojka recepcijiprelijep bastarestoranbiti zvezdin stadion nemati primjedbiti
Odlican hotel na odlicnoj lokaciji,,10,Odlican hotel na odlicnoj lokaciji ,pozitivan,odlicati hotel odlicni lokacija
Lokacija objekta,,7,Lokacija objekta ,pozitivan,lokacija objekt
Prosječan ali ukusan i fresaka.,,9,Prosječan ali ukusan i fresaka. ,pozitivan,prosječan ukusan fresak
Jako dobar smještaj!,,8,Jako dobar smještaj! ,pozitivan,jako dobar smještaj
Lokacija odlicna...dorucak jednolican.,,8,Lokacija odlicna...dorucak jednolican. ,pozitivan,lokacija odlicnadorucak jednolica n
Parking.Cistoca.,"Nije radio.sef i sobi.Nije radio frizider u mini baru,tj.mini bar je u kvaru.U sobi se osjeti malo vlaga.",8,"Parking.Cistoca. Nije radio.sef i sobi.Nije radio frizider u mini baru,tj.mini bar je u kvaru.U sobi se osjeti malo vlaga.",pozitivan,parkingcistoc radioseti sobiti raditi frizider mina barutjmina bar kvaru soba osjeti malo vlaga
