positive,negative,rating,comments
"Apartman je odličan, izuzetno čist i sadrži sve što vam je potrebno za boravak (posuđe, pegla, sto za peglanje, fen itd.). Miroslav je odličan domaćin, srdačan, ljubazan. Sve pohvale.",,10,"Apartman je odličan, izuzetno čist i sadrži sve što vam je potrebno za boravak (posuđe, pegla, sto za peglanje, fen itd.). Miroslav je odličan domaćin, srdačan, ljubazan. Sve pohvale. "
"Sve je bilo odlično. Čisto, novo, opremljeno svim što je potrebno. Garažno mjesto je u zgradi, dostupno liftom.",-,10,"Sve je bilo odlično. Čisto, novo, opremljeno svim što je potrebno. Garažno mjesto je u zgradi, dostupno liftom. -"
"Чист, лепо сређен и намештен стан, функционалан распоред, сјајна локација. Домаћин расположен, љубазан и предусретљив. Брз и лак договор за све. Ето нас опет у стану првом приликом.",Све ми се допало.,10,"Чист, лепо сређен и намештен стан, функционалан распоред, сјајна локација. Домаћин расположен, љубазан и предусретљив. Брз и лак договор за све. Ето нас опет у стану првом приликом. Све ми се допало."
Sve preporuke i za stan i za stanodavca!,,10,Sve preporuke i za stan i za stanodavca! 
"Stan odličan, domaćin ljubazan i predusretljiv.",,10,"Stan odličan, domaćin ljubazan i predusretljiv. "
"Sve je novo sve je super, bukvalno stan u kakvom bih rado ziveo. Tisina uvece, mirno, a opet sve ima u blizini. Domacini za svaku preporuku",,10,"Sve je novo sve je super, bukvalno stan u kakvom bih rado ziveo. Tisina uvece, mirno, a opet sve ima u blizini. Domacini za svaku preporuku "
"Домаћин врло љубазан и предусретљив.
Апартман са модерним намештајем и свим садржајима који су неопходни за удобан и комфоран боравак.
Обезбеђено паркинг место у подземној гаражи - велики плус.",,10,"Домаћин врло љубазан и предусретљив.
Апартман са модерним намештајем и свим садржајима који су неопходни за удобан и комфоран боравак.
Обезбеђено паркинг место у подземној гаражи - велики плус. "
"Lokacija, cistoca, opremljenost",,9,"Lokacija, cistoca, opremljenost "
Hotel u samom centru...Osoblje ljubazno...sve preporuke,,10,Hotel u samom centru...Osoblje ljubazno...sve preporuke 
"Lokacija, čistoća i doručak.","Pretjeran broj ljudi na recepciji koji ni ne ustanu tokom prolaska ili prilaska gostiju samoj recepciji. Kada je u redu više gostiju samo glavna recepcionerka uslužuje goste, ostali izigravaju dekoraciju dok gosti čekaju.",10,"Lokacija, čistoća i doručak. Pretjeran broj ljudi na recepciji koji ni ne ustanu tokom prolaska ili prilaska gostiju samoj recepciji. Kada je u redu više gostiju samo glavna recepcionerka uslužuje goste, ostali izigravaju dekoraciju dok gosti čekaju."
Vrhunski hotel sve pohvale,,10,Vrhunski hotel sve pohvale 
"Lokacija je top, sobe su veoma ciste i prostorne. Doricak je bio raznovrsan",Osoblje na recepciji nije bas veoma raspolozeno i nije se bas potrudilo oko organizacije taksija,8,"Lokacija je top, sobe su veoma ciste i prostorne. Doricak je bio raznovrsan Osoblje na recepciji nije bas veoma raspolozeno i nije se bas potrudilo oko organizacije taksija"
Sve je odlično !,,10,Sve je odlično ! 
Odlična lokacija,,9,Odlična lokacija 
"Soba čista, osoblje uslužno, doručak vrhunski",,10,"Soba čista, osoblje uslužno, doručak vrhunski "
"Odličan Hotel u centru ... 
Čisto, komforno, lepo...
Super doručak",,10,"Odličan Hotel u centru ... 
Čisto, komforno, lepo...
Super doručak "
"Lokacija hotela je idealna ,nalazi se u samom centru  blizu je Trg Republike,Knez Mihajlova.
Osoblje je jako ljubazno sve pohvale.",Nedostatak parkinga ali na 200metara ima obezbedzen parking tako da i to nije neki problem. Stize se za dva minuta pesice do hotela.,9,"Lokacija hotela je idealna ,nalazi se u samom centru  blizu je Trg Republike,Knez Mihajlova.
Osoblje je jako ljubazno sve pohvale. Nedostatak parkinga ali na 200metara ima obezbedzen parking tako da i to nije neki problem. Stize se za dva minuta pesice do hotela."
"Hotel je na savrsenoj lokaciji ukoliko zelite sto bolje da upoznate Beograd u kratkom roku. Sobe su uredne i ciste, osoblje na recepciji jako ljubazno.",Spor internet u sobama.,10,"Hotel je na savrsenoj lokaciji ukoliko zelite sto bolje da upoznate Beograd u kratkom roku. Sobe su uredne i ciste, osoblje na recepciji jako ljubazno. Spor internet u sobama."
"Доручак је био одличан.
Локација је такође одлична, на 100 метара од Трга републике.",,9,"Доручак је био одличан.
Локација је такође одлична, на 100 метара од Трга републике. "
Lokacija i dorucak,,8,Lokacija i dorucak 
ok....,ok..,9,ok.... ok..
Soba je bila besprekorno čista. Svi najvažniji beogradski muzeji nalaze se u blizini hotela.,"Doručak ne odgovara renomeu ovog hotela : tunjevina u konzervi je jeftina i loša (u komadićima) , masline su polutrule ( b kategorija) , a izbor kolača je jadan. Banane su bile prezrele. Kupatilo je prostrano, ali dnevno sam dobijao samo 2 (dva) peškira što je nedovoljno. Za 4 (četiri) dana boravka imao sam na raspolaganju samo jedne hotelske papuče, što je nedopustivo za hotel sa 4 zvjezdice.",7,"Soba je bila besprekorno čista. Svi najvažniji beogradski muzeji nalaze se u blizini hotela. Doručak ne odgovara renomeu ovog hotela : tunjevina u konzervi je jeftina i loša (u komadićima) , masline su polutrule ( b kategorija) , a izbor kolača je jadan. Banane su bile prezrele. Kupatilo je prostrano, ali dnevno sam dobijao samo 2 (dva) peškira što je nedovoljno. Za 4 (četiri) dana boravka imao sam na raspolaganju samo jedne hotelske papuče, što je nedopustivo za hotel sa 4 zvjezdice."
"Добра локация, супер ресторант, паркинг и стаи",Пуши се на затворено в ресторанта.,10,"Добра локация, супер ресторант, паркинг и стаи Пуши се на затворено в ресторанта."
"Prelijep hotel sa prostranim  sobama.
Osoblje preljubazno.
Sve pohvale",,10,"Prelijep hotel sa prostranim  sobama.
Osoblje preljubazno.
Sve pohvale "
"Cist smestaj, dobra usluga, parking u sklopu objekta.","Sem siromasnog dorucka, nemam zamerke, mada ne verujem da bih po punoj ceni uzeo sobu da nisam dobio popust preko Bookinga.",10,"Cist smestaj, dobra usluga, parking u sklopu objekta. Sem siromasnog dorucka, nemam zamerke, mada ne verujem da bih po punoj ceni uzeo sobu da nisam dobio popust preko Bookinga."
"Hrana odlična, lokacija takođe. Sve u svemu dobar utisak.",,9,"Hrana odlična, lokacija takođe. Sve u svemu dobar utisak. "
"Doručak je veoma ukusno pripremljem, osoblje profesionalno. Lokacija blizu svih bitnih mesta.",,10,"Doručak je veoma ukusno pripremljem, osoblje profesionalno. Lokacija blizu svih bitnih mesta. "
"Čisto i lepo organizovano, moderno. Ljubazno osoblje.",,10,"Čisto i lepo organizovano, moderno. Ljubazno osoblje. "
"Bili smo srdacno docekani, osoblje je jako drago .",,10,"Bili smo srdacno docekani, osoblje je jako drago . "
"Lokacija, ljubazno osoblje, čstoća sobe o besplatan parking",,10,"Lokacija, ljubazno osoblje, čstoća sobe o besplatan parking "
Sve.,,10,Sve. 
"Odlična lokacija, mirno i tiho. Obezbijeđen parking što je u Beogradu veoma važno. Hotel ima predivnu baštu u kojoj smo i ručali kad smo stigli. Doručak dobar.",Nemamo primjedbi.,9,"Odlična lokacija, mirno i tiho. Obezbijeđen parking što je u Beogradu veoma važno. Hotel ima predivnu baštu u kojoj smo i ručali kad smo stigli. Doručak dobar. Nemamo primjedbi."
"Uredno, čisto, ljubazno osoblje",,10,"Uredno, čisto, ljubazno osoblje "
"Odlična usluga, restoran za svaku pohvalu. Sobe veoma udobne i čiste.",bez zamerki,10,"Odlična usluga, restoran za svaku pohvalu. Sobe veoma udobne i čiste. bez zamerki"
"Soba je prostrana, kreveti udobni, osoblje super, dorucak dobar. Laka pristupacnost objektu, parking.",Nije bilo grejanja i jedina opcija je klima. U sobi koja je malo veca je to nedovoljno.,8,"Soba je prostrana, kreveti udobni, osoblje super, dorucak dobar. Laka pristupacnost objektu, parking. Nije bilo grejanja i jedina opcija je klima. U sobi koja je malo veca je to nedovoljno."
"Sve je kao u dinastiji,od objekta do osoblja
Parking korektan..",,10,"Sve je kao u dinastiji,od objekta do osoblja
Parking korektan.. "
"Hotel je prelijep, osoblje je fenomenalno, veoma predusetljivo. Lokacija je odlicna.",Nemam zamjerki,10,"Hotel je prelijep, osoblje je fenomenalno, veoma predusetljivo. Lokacija je odlicna. Nemam zamjerki"
"Divan hotel. Ime mu baš pristaje. Osećali smo se kao u svojoj kući. Osoblje je preljubazno i to je najdivniji utisak koji nosimo iz ovog hotela. Doručak je bio skroz u redu, sve je bilo sveže. Sobe su čiste i uredne. 
Sve pohvale.",,10,"Divan hotel. Ime mu baš pristaje. Osećali smo se kao u svojoj kući. Osoblje je preljubazno i to je najdivniji utisak koji nosimo iz ovog hotela. Doručak je bio skroz u redu, sve je bilo sveže. Sobe su čiste i uredne. 
Sve pohvale. "
Lokacija,Doručak. Nedostaje ponuda za vegeterijance.,9,Lokacija Doručak. Nedostaje ponuda za vegeterijance.
Vrlo ljubazno osoblje. Čiste sobe i dobra lokacija.,,9,Vrlo ljubazno osoblje. Čiste sobe i dobra lokacija. 
"Sobe su ok, udobne ciste, jedino bi wc mogao biti malo cistiji","Dorucak jako los, nema izbora uopste",8,"Sobe su ok, udobne ciste, jedino bi wc mogao biti malo cistiji Dorucak jako los, nema izbora uopste"
"Lep hotel u blizini Stadiona Partizana. Lak izlaz i uključenje na auto put. 
Hotel je lep, čist sa udobnim nameštajem.
Kupatilo veliko , čisto i funkcionalno.
Ljubazna recepcija.
Sve pohvale !",,10,"Lep hotel u blizini Stadiona Partizana. Lak izlaz i uključenje na auto put. 
Hotel je lep, čist sa udobnim nameštajem.
Kupatilo veliko , čisto i funkcionalno.
Ljubazna recepcija.
Sve pohvale ! "
Odlicno sve!,,10,Odlicno sve! 
Sve bukvalno,,10,Sve bukvalno 
,"Ne ni se dopadna toa sto  bracniot krevet e so 2 jogi,a nemaat vo hotelot bracni kreveti so 1 joga
Koga rezerviram bracen krevet ne baram 2 spoeni kreveti.Mislam deka treba da imate vo ponuda  i bracen krevet so 1 joga.toa e nasata zamerka drugoto se bese odlicno",10," Ne ni se dopadna toa sto  bracniot krevet e so 2 jogi,a nemaat vo hotelot bracni kreveti so 1 joga
Koga rezerviram bracen krevet ne baram 2 spoeni kreveti.Mislam deka treba da imate vo ponuda  i bracen krevet so 1 joga.toa e nasata zamerka drugoto se bese odlicno"
,Dobra likacija,10, Dobra likacija
"Cistoca,besplatan siguran parking,ljubazna djevojka na recepciji,prelijepa basta,restoran.Blizina Zvezdinog stadiona.",Nemam primjedbim,10,"Cistoca,besplatan siguran parking,ljubazna djevojka na recepciji,prelijepa basta,restoran.Blizina Zvezdinog stadiona. Nemam primjedbim"
Odlican hotel na odlicnoj lokaciji,,10,Odlican hotel na odlicnoj lokaciji 
Lokacija objekta,,7,Lokacija objekta 
Prosječan ali ukusan i fresaka.,,9,Prosječan ali ukusan i fresaka. 
Jako dobar smještaj!,,8,Jako dobar smještaj! 
Lokacija odlicna...dorucak jednolican.,,8,Lokacija odlicna...dorucak jednolican. 
Parking.Cistoca.,"Nije radio.sef i sobi.Nije radio frizider u mini baru,tj.mini bar je u kvaru.U sobi se osjeti malo vlaga.",8,"Parking.Cistoca. Nije radio.sef i sobi.Nije radio frizider u mini baru,tj.mini bar je u kvaru.U sobi se osjeti malo vlaga."
"Odlicna lokacija, blizu autoputa a tiho, ljubazno osoblje, velike sobe, udobni kreveti",Higijena moze biti  bolja  i dorucak raznovrsniji,9,"Odlicna lokacija, blizu autoputa a tiho, ljubazno osoblje, velike sobe, udobni kreveti Higijena moze biti  bolja  i dorucak raznovrsniji"
Mogli smo se prijaviti u bilo koje doba dana/noći. Prijatno osoblje.,"U kupatilu nije dopunjen sapun, kao ni tečnost za kupanje. Doručak bi mogao biti raznovrsniji.",8,"Mogli smo se prijaviti u bilo koje doba dana/noći. Prijatno osoblje. U kupatilu nije dopunjen sapun, kao ni tečnost za kupanje. Doručak bi mogao biti raznovrsniji."
"Izuzetno prijatno osoblje,veoma cisto I prostrano...nisam prvi put I sigurno cu se vracati opet",,10,"Izuzetno prijatno osoblje,veoma cisto I prostrano...nisam prvi put I sigurno cu se vracati opet "
"Lokacija je super.
Basta restorana u vecernjim satima bas prijatna.
Soba cista.
Parking dostupan.","Dorucak katastrofa (jaja na 6 nacina,palenta,pasteta). Jaja koja smo pritom dobili su bila ziva i nejestiva.
U sobi bez pratecih elemenata (nema bifea,ketlera,aparata za kafu), bez jednokratnih cetkica, kapa za tusiranje, papuca za sobu i svega sto bi trebalo da ima u jednom hotelu sa 4* kome je regularna cena za nocenje 200e.
Tus los, bez pritiska - voda je ili ledena ili vrela.
Kofere uz stepenice sam nosis u sobu,dok te recepcioneri samo nemo posmatraju.
Totalno neorganizovano, neosnovano skup hotel bez ikakavih sadrzaja.",4,"Lokacija je super.
Basta restorana u vecernjim satima bas prijatna.
Soba cista.
Parking dostupan. Dorucak katastrofa (jaja na 6 nacina,palenta,pasteta). Jaja koja smo pritom dobili su bila ziva i nejestiva.
U sobi bez pratecih elemenata (nema bifea,ketlera,aparata za kafu), bez jednokratnih cetkica, kapa za tusiranje, papuca za sobu i svega sto bi trebalo da ima u jednom hotelu sa 4* kome je regularna cena za nocenje 200e.
Tus los, bez pritiska - voda je ili ledena ili vrela.
Kofere uz stepenice sam nosis u sobu,dok te recepcioneri samo nemo posmatraju.
Totalno neorganizovano, neosnovano skup hotel bez ikakavih sadrzaja."
"Dorucak je bio izuzetno skroman,slican dorucku u JNA ...jaja ili pasteta","Komarci u sobi i kupatilu,skromni dorucak,pogled na skladiste iz sobe,,,",4,"Dorucak je bio izuzetno skroman,slican dorucku u JNA ...jaja ili pasteta Komarci u sobi i kupatilu,skromni dorucak,pogled na skladiste iz sobe,,,"
,Duseci su katastrofa,4, Duseci su katastrofa
"Sve tacno,I prijatno.Lokacija extra.Sve preporuke👍",,10,"Sve tacno,I prijatno.Lokacija extra.Sve preporuke👍 "
Ceo asortiman sobe i sama okolina.,/,10,Ceo asortiman sobe i sama okolina. /
Ljubazno osoblje. Sve pohvale.,,10,Ljubazno osoblje. Sve pohvale. 
"Blizina parka i centra, sve je nekoliko minuta peške :)",//,10,"Blizina parka i centra, sve je nekoliko minuta peške :) //"
"Sve je bilo na vrhunskom nivou.
Prijatno osoblje i bez guzve u spavaoni.
Na dobroj lokaciji.",,10,"Sve je bilo na vrhunskom nivou.
Prijatno osoblje i bez guzve u spavaoni.
Na dobroj lokaciji. "
Sve pohvale,,10,Sve pohvale 
"Ljubazan domacin, pristupacno, cisto i udobno, svaka preporuka",,10,"Ljubazan domacin, pristupacno, cisto i udobno, svaka preporuka "
"Чистоћа, јефтина цена, али пре свега пријем и љубазност домаћина!",Недостатак више простора у спваоницама и средство за брисање руку у купатилу.,9,"Чистоћа, јефтина цена, али пре свега пријем и љубазност домаћина! Недостатак више простора у спваоницама и средство за брисање руку у купатилу."
"Veoma prijatan personal, čisto i udobno! Vrlo brzo prijavljivanje i odjavljivanje. Poseduju i parking mesta. Na odličnoj je lokaciji, sve imate u blizini! Personal je uvek spreman da pomogne, može se i kod njih uzeti rent a car. Vrlo rado odsedamo u Bloom Inn i sledeći put! Hvala na gostoprimstvu!",,10,"Veoma prijatan personal, čisto i udobno! Vrlo brzo prijavljivanje i odjavljivanje. Poseduju i parking mesta. Na odličnoj je lokaciji, sve imate u blizini! Personal je uvek spreman da pomogne, može se i kod njih uzeti rent a car. Vrlo rado odsedamo u Bloom Inn i sledeći put! Hvala na gostoprimstvu! "
"Lokacija, osoblje",,9,"Lokacija, osoblje "
Lokacija i ljubaznost  osoblja,,10,Lokacija i ljubaznost  osoblja 
sve,nema tpga,10,sve nema tpga
"Izuzetno ljubazni i uslužni, za svaku preporuku. Plus, veoma povoljno.",,10,"Izuzetno ljubazni i uslužni, za svaku preporuku. Plus, veoma povoljno. "
"Soba je imala predobru terasu
I odličan pogled sa nje",,10,"Soba je imala predobru terasu
I odličan pogled sa nje "
"Све је било на нивоу,посебно како су ме угостили😄,пријатно и веома културно.","Немам да додам никакав лош коментар.
Све је било уреду.",10,"Све је било на нивоу,посебно како су ме угостили😄,пријатно и веома културно. Немам да додам никакав лош коментар.
Све је било уреду."
